Uid1	Uid2	P2_MSA_depth	P1_MSA_depth	paired_MSA_depth
P04618	Q99877	2047	2047	0
P04618	Q99879	2047	2047	0
P04618	Q93079	2047	2047	0
P04618	Q16778	2047	2047	0
O00629	P04618	2047	2047	0
O43847	P04618	2047	2047	0
O43660	P04618	2047	2047	0
P04618	P63151	2047	2047	0
O00743	P04618	2047	2047	0
P04618	P46060	2047	2047	0
P04618	P61353	2047	2047	0
P04618	P39023	2047	2047	0
P04618	P62266	2047	2047	0
P04618	P62851	2047	2047	0
P04618	P61247	2047	2047	0
P04618	P62701	2047	2047	0
P04618	Q9Y265	2047	2047	0
P04618	Q13242	2047	2047	0
P04618	P62304	1748	2047	0
P04618	P62306	2047	2047	0
P04618	P62308	2047	2047	0
P04618	Q01082	2047	2047	0
P04618	P61011	2047	2047	0
P04618	P49458	720	2047	0
P04618	P14625	2047	2047	0
P04618	Q13885	2047	2047	0
P04618	P33240	2047	2047	0
P04618	Q12996	2047	2047	0
P04618	P19447	2047	2047	0
P04618	P11940	2047	2047	0
P04618	Q9NQ55	2047	2047	0
P04618	Q9NQT4	2047	2047	0
P04618	Q6KC79	2047	2047	0
P04618	P27797	2047	2047	0
P04618	P84090	908	2047	0
P04618	Q96DI7	2047	2047	0
P04618	P55209	2047	2047	0
O43776	P04618	2047	2047	0
P04618	P23284	2047	2047	0
P04618	Q96T37	2047	2047	0
P04618	P35637	2047	2047	0
P04618	P52597	2047	2047	0
P04618	P23246	2047	2047	0
P04618	P17858	2047	2047	0
P04618	Q01844	2047	2047	0
O14979	P04618	2047	2047	0
P04618	P31943	2047	2047	0
O43390	P04618	2047	2047	0
P04618	Q15459	2047	2047	0
P04618	Q13509	2047	2047	0
P04618	P55081	1835	2047	0
P04618	Q66LE6	2047	2047	0
P04618	P63244	2047	2047	0
P04618	Q99733	2047	2047	0
P04618	P68371	2047	2047	0
P04618	P62826	2047	2047	0
P04618	P39687	2047	2047	0
O95373	P04618	2047	2047	0
P04618	Q92688	2047	2047	0
P04618	P62910	2047	2047	0
P04618	Q99729	2047	2047	0
P04618	Q53GS9	2047	2047	0
P04618	P68363	2047	2047	0
P04618	Q13619	2047	2047	0
P04618	Q12874	2047	2047	0
P04618	P31948	2047	2047	0
P04618	Q01081	2047	2047	0
P04618	Q9UNX4	2047	2047	0
P04618	Q16630	2007	2047	0
P04618	Q9Y5B9	2047	2047	0
P04618	Q7Z6Z7	2047	2047	0
P04618	P43243	2047	2047	0
P04618	Q15165	2047	2047	0
P04618	Q5QNW6	2047	2047	0
P04618	Q02878	2047	2047	0
O60684	P04618	2047	2047	0
O43423	P04618	2047	2047	0
P04618	P55265	2047	2047	0
P04618	Q14690	2047	2047	0
P04618	P55795	2047	2047	0
P04618	Q9Y3I0	2047	2047	0
P04618	Q9BQG0	2047	2047	0
P04618	Q9UMS4	2047	2047	0
P04618	Q9UKV3	2047	2047	0
P04406	P04618	2047	2047	0
P04618	Q9Y3B2	2047	2047	0
P04618	Q9Y2X3	2047	2047	0
P04618	Q9Y224	893	2047	0
P04618	Q5T4S7	2047	2047	0
P04618	P52294	2047	2047	0
P04618	Q13523	2047	2047	0
P04618	Q6P2Q9	2047	2047	0
P04618	Q9NY65	2047	2047	0
P04618	P08865	2047	2047	0
P04618	Q9GZR7	2047	2047	0
P04618	Q9NR30	2047	2047	0
P04618	P52789	2047	2047	0
P04618	Q9BTM1	2047	2047	0
P04618	P07437	2047	2047	0
P04618	P84243	2047	2047	0
P04618	P62829	2047	2047	0
P04618	P18621	2047	2047	0
P04618	P09234	1457	2047	0
P04618	P49916	2047	2047	0
P04618	P62805	2047	2047	0
P04601	P61073	2047	2047	1
P03186	Q9NS91	2047	248	11
P03186	P12004	2047	244	7
P03186	P49459	2047	251	14
P18097	Q93034	2047	2047	0
Q02841	Q93034	2047	2047	0
P04591	Q9Y4L5	2047	2047	1
P04578	Q13087	2047	2047	0
P04608	P51825	2047	2047	0
O00463	P04601	2047	2047	0
P04601	Q9Y4K3	2047	2047	0
P04601	Q8WUM4	2047	2047	0
P04608	Q9H492	2047	2047	0
O75529	P04608	2047	2047	0
O75478	P04608	2047	2047	0
P18098	Q92831	2047	2047	0
P04608	Q14191	2047	2047	0
P04608	P04637	1662	2047	0
P04585	Q92830	2047	2047	0
F5HF68	P10914	2047	1418	1023
P04585	Q13526	2047	2047	2
P08393	Q96EZ8	1625	758	349
P08393	P63165	2047	765	388
P51668	P90489	1758	2047	1023
P61956	Q9QR71	2047	2047	1023
Q96ST3	Q9QR71	2047	2047	1023
P04591	Q6UWE0	2047	2047	1
P03186	Q13620	2047	251	16
P03186	Q93034	2047	251	15
Q13616	Q2HR64	114	2047	0
Q13619	Q2HR64	114	2047	0
P10220	Q15843	2047	2047	1023
P0CG48	P10220	2047	2047	1023
P04585	P63279	2047	2047	1
P04578	P10809	2047	2047	0
P12830	Q6SW46	44	2047	1
P03204	Q09472	2047	809	141
P08393	Q16666	793	645	0
P04296	Q16666	795	143	2
P04591	Q92841	2047	2047	0
P04591	P62753	2047	2047	0
P04591	Q4VCS5	1832	2047	0
F5HCM1	Q9C035	2047	29	0
F5HF68	Q93009	2047	2047	1023
F5HF68	Q9UII4	2047	1551	1023
F5HEZ4	Q13158	1974	500	414
P04233	P04601	2047	2047	0
F5HB81	Q99816	2047	360	0
P04601	Q9Y4E8	2047	2047	0
F5HCV3	Q00987	1610	37	0
O60603	P04591	2047	2047	0
O60603	P04578	2047	2047	0
P04591	Q15399	2047	2047	0
P04578	Q15399	2047	2047	0
O14578	P04591	2047	2047	0
P04608	Q9NSE2	2047	2047	0
P04578	P62158	-1	-1	-1
P03206	Q13616	2047	24	0
P03206	Q13617	2047	24	0
P03206	Q86VP6	2047	24	0
P04637	P16913	2047	1634	1023
P03120	Q9H4P4	2047	1336	0
F5HEZ4	Q96J02	2047	484	394
F5HCV3	Q96J02	2047	37	0
P03185	P46934	2047	31	0
P03185	Q96PU5	2047	31	0
P03185	Q9H0M0	2047	31	0
P03185	Q96J02	2047	31	0
P31037	Q9Y297	2047	13	0
Q02843	Q8WUM4	2047	2047	0
P04591	Q96F44	2047	2047	0
P04591	Q16630	2007	2047	0
F5HFD2	P24928	2047	62	1
F5HCV3	P01903	2047	37	0
P03230	P11166	2047	190	0
F5HCM1	P52630	2047	29	0
F5HCM1	Q14469	2047	29	0
F5HCM1	P51668	2047	29	0
F5HCM1	P23497	2047	29	0
F5HIC6	Q16665	2047	18	0
Q16665	Q9QR71	2047	2047	1023
F5HCV3	Q16665	2047	37	0
O43164	P04608	2047	2047	0
P10220	P12004	2047	2047	842
P03203	P41182	2047	56	0
O75955	P04591	2047	2047	1
P03126	Q13546	2047	675	2
P03126	Q96RE7	2047	675	2
P03126	Q8NBE8	2047	675	2
P03126	Q8WXK3	2047	674	1
P03126	Q9H0H3	2047	675	2
P03126	Q16531	2047	675	2
P03126	Q9UJX4	1483	675	2
P03126	P51948	1697	675	2
P03126	Q53HC5	2047	675	2
O15151	P03126	674	1464	1
P03126	Q8WXH6	2047	675	2
P03126	Q9BSL1	2047	675	2
O76050	P03126	675	2047	2
P03126	Q6UWE0	2047	675	2
P03126	Q8N143	2047	674	1
P03126	Q9UJX2	2047	675	2
P03126	Q8WV22	1702	675	2
P03126	Q9Y575	2047	675	2
P03126	Q1L5Z9	2047	675	2
P03126	Q04726	2047	675	2
P03126	Q13620	2047	675	2
P03126	Q9C026	2047	675	2
P03126	Q9NWX5	2047	674	1
P03126	P40337	989	674	1
P03126	Q8WZ60	2047	675	2
P03126	Q53GT1	2047	675	2
P03126	Q96S21	2047	675	2
O15344	P03126	674	2047	1
P03126	Q96CA5	2047	675	2
P03126	Q8WV16	2047	675	2
P03126	Q6PF15	2047	675	2
P03126	Q92466	2047	675	2
P03126	P29590	2047	675	2
P03126	Q9UJX3	2047	675	2
P03126	Q96Q27	2047	675	2
P03126	Q9BY78	1486	675	2
P03126	Q5TAQ9	2047	675	2
P03126	Q96NS5	2047	675	2
P03126	Q8WXJ9	89	675	2
P03126	Q9NVR0	2047	675	2
P03126	Q13049	2047	675	2
P03126	P35226	2047	675	2
P03126	Q9Y574	2047	675	2
P03126	Q9Y508	2047	674	1
P03126	Q86Y01	2047	675	2
P03126	Q9Y4X5	2047	675	2
O95198	P03126	675	2047	2
P03126	Q96JP0	2047	675	2
P03126	Q3SXM0	2047	674	1
P03126	Q9BSM1	2047	675	2
P03126	Q8NCP5	2047	674	1
P03126	Q66K64	699	674	1
P03126	Q8IY92	1631	674	1
O94889	P03126	675	2047	2
P03126	P62879	2047	675	2
P03126	P98170	2047	675	2
P03126	P0C0E4	2047	675	2
P03126	Q9NR64	2047	675	2
P03126	Q9C0H6	2047	675	2
P03126	Q96C12	2047	675	2
P03126	Q86SE9	2047	675	2
P03126	P15918	2047	674	1
P03126	Q9P2J3	2047	675	2
P03126	Q9Y597	2047	675	2
P03126	Q9Y2M5	2047	675	2
P03126	Q9NZJ0	2047	674	1
P03129	Q8N143	2047	324	0
P03129	Q9BSF8	922	324	0
P03129	Q9Y297	2047	324	0
P03129	Q8N531	2047	324	0
P03129	Q7Z6M2	756	324	0
P03129	Q9UKB1	2047	324	0
P03129	Q76N89	2047	324	0
P03129	Q9H0H3	2047	324	0
P03129	Q96L50	2047	324	0
P03129	Q9BT67	904	324	0
P03129	Q8WV22	1701	324	0
P03129	Q13546	2047	324	0
O14508	P03129	324	2047	0
P03129	Q9Y4K3	2047	324	0
P03129	P19474	2047	324	0
P03129	Q13263	2047	324	0
O75382	P03129	324	2047	0
P03129	P98170	2047	324	0
P03129	Q96DT7	2047	324	0
O43829	P03129	324	2047	0
P03129	Q05516	2047	324	0
P03129	Q96BR9	2047	324	0
P03129	P52739	2047	324	0
P03129	Q16531	2047	324	0
P03129	Q9Y3C5	2047	324	0
P03129	Q86TM6	2047	324	0
P03129	Q9C019	2047	324	0
P03129	Q13042	2047	324	0
P03129	Q9UBE0	2047	324	0
P03129	Q15370	1272	324	0
P03129	Q9HAU4	2047	324	0
P06462	Q9UPQ7	2047	635	1
O60291	P06462	635	2047	1
P06464	Q15678	2047	338	0
P06464	P28749	2047	338	0
O76050	P06464	338	2047	0
P06464	Q8IUD6	2047	338	0
O00463	P06464	338	2047	0
P06464	Q13049	2047	338	0
P06464	Q66K64	699	338	0
P06464	Q8NCP5	2047	338	0
P06464	Q8WZ19	2047	338	0
P06464	Q8TBC3	2047	338	0
P06464	Q13829	2047	338	0
P06464	Q96C00	2047	338	0
P06464	Q9Y2Y4	2047	338	0
P06464	P10074	2047	338	0
P06464	Q9BXU7	2047	338	0
P06464	Q8TEY7	2047	338	0
P36802	Q05086	2047	635	1
P08393	Q6VN20	2047	784	446
P03126	Q14258	2047	674	1
P03204	P30279	2047	810	152
P03186	P63104	2047	251	14
P03186	P27348	2047	251	14
P03186	Q04917	2047	251	14
P03186	P61981	2047	251	14
P03186	P62258	2047	251	14
P03186	Q14258	2047	251	16
Q14258	Q6SW84	61	2047	1
Q14258	Q2HR64	114	2047	0
P04608	Q7L2J0	2047	2047	0
P04608	Q9C0C9	2047	2047	0
P03230	Q9Y572	2047	190	0
P10240	Q96J02	2047	20	0
P12978	Q92793	2047	305	20
F5HIC6	Q93009	2047	18	0
P04637	Q6SW29	53	1662	0
P01106	P06462	635	2047	1
P04601	Q86VP3	2047	2047	0
P03204	Q9UHI6	2047	811	159
P03107	P06396	2047	1405	2
P03107	Q96DB9	386	1404	1
P03107	Q76N32	789	1404	1
O75147	P03107	1404	2047	1
P04608	Q14526	2047	2047	0
P18099	Q9UK61	2047	55	0
P18099	Q99549	2047	55	0
P18099	Q8NEY8	972	55	0
F5HCM1	Q01094	2047	29	0
P03129	Q13618	2047	324	0
F5HCM1	Q14209	2047	29	0
F5HCM1	O00716	2047	29	0
F5HCM1	Q08999	2047	29	0
F5HCM1	P28749	2047	29	0
P30117	P68431	2047	11	0
P30117	P62805	2047	11	0
P04908	P30117	11	2047	0
P30117	P33778	2047	11	0
P50750	Q77Q36	2047	2047	1023
F5HAQ7	Q8IZP0	2047	3	0
F5HAQ7	Q9NYB9	2047	3	0
F5HAQ7	P02771	1318	3	0
F5HAQ7	Q9C005	1404	3	0
F5HAQ7	P16422	2047	3	0
F5HAQ7	P14902	2047	3	0
F5HAQ7	P31785	1861	3	0
F5HAQ7	P36871	2047	3	0
F5HAQ7	O14818	2047	3	0
F5HAQ7	Q99470	2047	3	0
F5HAQ7	O94782	2047	3	0
F5HAQ7	Q9GZS3	2047	3	0
F5HAQ7	Q9GZX5	2047	3	0
F5HAQ7	Q96B97	2047	3	0
P03126	Q99728	2047	675	2
P04601	P60520	2047	2047	0
O95166	P04601	2047	2047	0
P04601	Q9H0R8	2047	2047	0
P03126	P41229	2047	675	2
P04608	P38398	2047	2047	0
P18099	Q04206	2047	55	0
P06492	P07900	2047	52	2
P06492	P14859	2047	51	1
P24768	Q13618	2047	2047	1023
P04585	P61956	2047	2047	0
P04585	P55854	2047	2047	0
O00187	P59595	791	2047	0
K9N4V7	O00187	2047	702	0
P0C6X7	Q8N488	1617	2047	463
P0C6X7	P62937	2047	2047	1023
P0C6X7	P69849	2047	2047	582
P0C6X7	P62942	2047	2047	848
P0C6X7	Q13427	2047	2047	1023
O43447	P0C6X7	2047	2047	1023
P0C6X7	Q9UKA8	1807	2047	522
O95865	P0C6X7	2047	2047	1023
P0C6X7	Q9UQN3	2047	2047	565
P0C6X7	Q8NEQ5	226	2047	17
P0C6X7	Q9H000	2047	2047	586
P05155	P0C6X7	2047	2047	1023
P0C6X7	Q13064	2047	2047	559
P0C6X7	Q9BUV0	489	2047	246
P0C6X7	Q86VK4	2047	2047	408
P0C6X7	P30876	2047	2047	780
P0C6X7	Q8WXF8	986	2047	454
P0C6X7	Q13561	1592	2047	452
P0C6X7	Q7Z494	2047	2047	869
P0C6X7	P20231	2047	2047	666
P0C6X7	Q8TEB7	2047	2047	612
P0C6X7	Q92560	2047	2047	606
P0C6X7	P49703	2047	2047	684
P0C6X7	Q8TD31	576	2047	225
P0C6X7	Q6P587	2047	2047	1008
P0C6X7	Q9Y6E2	2047	2047	500
P0C6X7	Q9HCD5	2047	2047	525
P0C6X7	P62258	2047	2047	590
P0C6X7	P27448	2047	2047	576
P06733	P0C6X7	2047	2047	962
P0C6X7	Q7KZI7	2047	2047	579
P0C6X7	Q96GS6	2047	2047	995
P0C6X7	Q99471	2047	2047	456
A9UHW6	P0C6X7	2047	1071	436
O95299	P0C6X7	2047	2047	793
P0C6X7	Q9Y4W2	2047	2047	506
P0C6X7	Q9P0M6	2047	2047	1023
O96017	P0C6X7	2047	2047	596
P0C6X7	P54274	2047	2047	515
O14498	P0C6X7	2047	2047	606
P0C6X7	Q99426	2047	2047	636
P08949	P0C6X7	2047	501	281
P0C6X7	P51948	1954	2047	398
P0C6X7	Q13564	2047	2047	1023
P09630	P0C6X7	2047	2047	519
P0C6X7	Q53GL0	1101	2047	493
P0C6X7	Q92802	2047	2047	672
P0C6X7	P23025	1781	2047	407
P0C6X7	P23588	2047	2047	667
P0C6X7	Q9GZN8	799	2047	402
P0C6X7	P13796	2047	2047	598
P0C6X7	Q56VL3	1060	2047	404
P0C6X7	Q7Z3Q1	2047	2047	601
P0C6X7	P23284	2047	2047	1023
P0C6X7	Q96PM5	2047	2047	455
P0C6X7	Q13557	2047	2047	578
K9N7C7	Q96PM5	2047	2047	509
P59633	Q01196	2047	2	0
P11802	P59595	791	2047	0
P06748	P59595	791	2000	0
P0C6X7	Q14653	2047	2047	520
O15393	P0DTC2	2047	2047	8
O15393	P59594	2047	2047	8
P09958	P59594	2047	2047	8
K9N5Q8	O15393	2047	1828	6
P08670	P59594	2047	2047	1
P03901	P0C6X7	2047	2047	302
P00403	P0C6X7	2047	2047	382
P0C6X7	P20290	2047	2047	483
P0C6X7	Q9Y2D1	1199	2047	425
P0C6X7	Q86VG3	556	2047	153
P42574	P59595	791	2047	0
P55212	P59595	791	2047	0
P59632	Q12933	2047	469	0
P59632	Q9Y4K3	2047	469	0
P59632	Q9ULZ3	1823	469	0
A1A4Y4	P04585	2047	2047	0
P0C6X7	P35232	2047	2047	1023
P0C6X7	Q99623	2047	2047	1023
P0C6X7	Q92499	2047	2047	971
P0C6X7	Q14164	2047	2047	1023
P0C6X7	Q9UHD2	2047	2047	868
P0C6X7	Q13114	2047	2047	568
P0C6X7	Q86WV6	1077	2047	385
P0C6X7	P0CG48	2047	2047	890
P59596	Q13114	2047	282	0
P59596	Q14164	2047	282	0
P59594	Q9NNX6	2047	2047	8
P0CG48	P0DTD1	2047	2047	853
K9N5Q8	P06731	2047	1827	5
P49840	P59595	791	2047	0
P49841	P59595	791	2047	0
P27824	P59594	2047	2047	7
P05787	P59594	2047	2047	1
P08727	P59594	2047	2047	1
P59594	P60709	2047	2047	8
P18850	Q7TFA0	14	1866	0
P40763	P59632	469	2047	0
P0CG48	Q7TFA0	14	2047	0
P0CG48	Q80H93	12	2047	2
O14980	P59636	10	2047	0
P59632	Q03135	1378	469	0
K9N7C7	P0CG48	2047	2047	892
K9N7C7	P05161	2047	2047	586
P55899	Q6SVZ5	13	2047	5
A0AVI4	Q6SVZ5	13	691	0
P59594	P63261	2047	2047	8
P03129	Q8IYW5	2047	324	0
P0DTD8	Q7Z434	467	103	0
P08107	P0DTC9	-1	-1	-1
P0DTC7	Q13315	2047	466	0
P0DTC7	Q13535	2047	466	0
P01137	P0DTC8	169	2047	0
O94885	P06462	635	2047	1
P06462	P07339	2047	635	1
O15230	P06462	635	2047	1
O75880	P06462	635	2047	1
P13693	P36801	642	2047	1
P06930	Q14671	2047	623	1
P06462	Q14671	2047	635	1
P06462	P08962	2047	635	1
P06462	Q5VWQ8	2047	635	1
O14773	P06462	634	2047	0
P06462	Q9Y3D0	2047	635	1
P06462	P21333	2047	635	1
P04733	P06462	634	756	0
P06464	Q16787	2047	338	0
P06464	Q8IWX8	2047	338	0
P06464	Q96SB4	2047	338	0
P06464	Q9HCK8	2047	338	0
P36817	Q8N1F7	2047	436	0
P36817	Q6ZN55	2047	436	0
P36827	Q6ZN55	2047	248	0
P06464	Q6ZN55	2047	338	0
O94885	P06932	455	2047	0
O94885	P06464	338	2047	0
P36827	Q01082	2047	248	0
P02795	P06464	338	767	0
P06464	Q6P0N0	994	338	0
P06464	Q66K74	2047	338	0
P06464	P50479	2047	338	0
P06464	P16144	2047	338	0
O00203	P06464	338	2047	0
P36827	Q14671	2047	248	0
P03129	Q14671	2047	324	0
P06464	Q7Z7M9	2047	338	0
P01106	P36827	248	2047	0
P05549	P06932	455	1723	0
P05549	P36817	436	1723	0
P05549	P06464	338	1723	0
P06464	P07996	2047	338	0
P06464	Q8WVN8	2047	338	0
P06464	P68104	2047	338	0
P06464	Q8WWH5	2047	338	0
P06464	Q8IWI9	2047	338	0
P06464	Q15022	1776	338	0
P06932	P63302	469	455	0
P06464	Q9BWF2	1415	338	0
P06932	P26641	2047	455	0
P06464	P26641	2047	338	0
P05204	P06464	338	1068	0
P03905	P06464	338	2047	0
P06462	P38936	1125	634	0
P36801	Q14653	2047	641	0
P36810	Q14653	2047	618	0
P06462	Q92985	2047	634	0
P03126	Q92985	2047	674	1
P06462	P28074	2047	635	1
P06462	Q8IYJ3	2047	635	1
O75528	P06462	635	821	1
P05549	P06462	635	1723	1
P06462	Q14188	1874	635	1
O95551	P06462	634	1492	0
P06464	P25106	2047	338	0
P06932	Q8NCG7	2047	455	0
P06464	Q9UBS4	2047	338	0
P06464	Q99729	2047	338	0
P06464	Q9UHC7	2047	338	0
P36827	Q08050	2047	248	0
P06464	P12004	2047	338	0
P06464	P14618	2047	338	0
P06464	P29590	2047	338	0
P06464	P20618	2047	338	0
P06464	Q96PU8	2047	338	0
P06464	Q15005	1150	338	0
P06464	Q9UNK0	2047	338	0
P06464	P39023	2047	338	0
P06464	Q16831	2047	338	0
P0DTD1	Q14653	2047	2047	430
P0DTD1	P59046	2047	2047	379
P0DTD1	Q15750	1349	2047	399
P0DTD1	P15880	2047	2047	738
P0DTD1	P23396	2047	2047	905
P0DTC2	P22897	2047	2047	8
P04601	Q05086	2047	2047	0
Q02840	Q05086	2047	2047	0
F5HCV3	Q15596	2047	37	0
P03211	P62937	2047	412	28
P0DTD2	Q8IUC6	763	17	0
Q2HR71	Q93009	2047	28	0
Q2HR73	Q93009	2047	382	0
P0DTD1	Q9BYX4	2047	2047	1023
P0DTD1	Q5M775	2047	2047	492
P07306	P0DTC2	2047	2047	8
P0DTC2	Q9Y282	2047	2047	7
P0DTC2	Q9BYC5	1582	2047	7
P0DTC2	Q96MU8	2047	2047	7
P0DTC2	Q8NCW0	2047	2047	7
P0DTC2	Q12907	2047	2047	7
P0DTC2	Q10469	1294	2047	4
P36800	Q05086	2047	637	1
P0DTC8	Q96F46	1406	169	0
P02786	P0DTC2	2047	2047	8
P08393	P23497	2047	780	439
O96017	P08393	774	2047	436
P0DTC9	P19784	2047	810	0
P0DTC9	P62937	2047	810	0
P03126	Q6P0Q8	2047	675	2
P03126	Q5T2W1	2047	675	2
P03126	Q9Y2H9	2047	675	2
P03126	Q9H5P4	2047	675	2
P03126	P29074	2047	675	2
P03126	Q9NUP9	2047	675	2
P03126	Q9NZW5	2047	676	3
P03126	Q96L92	2047	675	2
O75970	P03126	675	2047	2
P03126	Q9NY99	2047	674	1
P03126	Q07157	2047	675	2
P03126	Q8N448	2047	675	2
P0C6X7	Q9BYX4	2047	2047	1023
K9N7C7	Q9BYX4	2047	2047	1023
P0DTC2	P49913	835	2047	7
P0DTC8	P49913	831	169	0
O60260	P04601	2047	2047	0
O00206	P0DTC2	2047	2047	7
P0DTC4	Q07157	2047	97	1
P05161	P0DTD1	2047	2047	515
P0DTC3	Q96S66	787	493	0
P0DTC3	Q9H270	2047	493	0
P0DTD1	P32322	2047	2047	987
P0DTD1	Q96C36	2047	2047	986
P0DTC2	Q15005	1155	2047	6
P04608	P22001	2047	2047	0
P0DTC2	Q15517	175	2047	7
P59637	Q07157	2047	95	1
P59637	Q12923	2047	95	1
P59637	Q92743	2047	95	1
P55196	P59637	95	2047	1
P59637	Q8TEW0	2047	95	1
O15018	P59637	95	2047	1
P59637	Q8N448	2047	95	1
O14745	P0DTC4	97	2047	1
P0DTC4	Q12923	2047	97	1
P0DTC4	Q92743	2047	97	1
P0DTC4	Q6P0Q8	2047	97	1
P0DTC4	Q8N448	2047	97	1
P0DTC4	Q8TEW0	2047	97	1
P0DTC4	Q96L92	2047	97	1
P0DTC4	Q96JH8	2047	97	1
P0DTC4	P55196	2047	97	1
K9N5R3	P83110	2047	29	0
K9N5R3	Q96RT1	2047	29	0
K9N5R3	O15018	2047	29	0
K9N5R3	Q86UL8	2047	29	0
K9N5R3	Q9H8Y8	2047	29	0
K9N5R3	Q92743	2047	29	0
K9N5R3	P49796	2047	29	0
K9N5R3	Q96QZ7	2047	29	0
K9N5R3	Q9P2F8	2047	29	0
K9N5R3	O95049	2047	29	0
K9N5R3	Q96L92	2047	29	0
K9N5R3	Q02410	2047	29	0
K9N5R3	Q9BQQ3	2047	29	0
K9N5R3	Q9UQ26	2047	29	0
K9N5R3	Q86UR5	2047	29	0
K9N5R3	Q14CM0	2047	29	0
K9N5R3	Q12923	2047	29	0
K9N5R3	Q07157	2047	29	0
K9N5R3	Q8TEW0	2047	29	0
K9N5R3	Q8NI35	2047	29	0
K9N5R3	Q5T5U3	2047	29	0
K9N5R3	Q8N448	2047	29	0
K9N5R3	Q8TF65	1583	29	0
K9N5R3	Q96NW7	2047	29	0
K9N5R3	Q9H987	2047	29	0
K9N5R3	O00560	2047	29	0
P0DTC9	Q8IUC4	2047	810	0
O14908	P0DTC9	810	2047	0
P0DTC9	Q8N448	2047	810	0
P0DTC9	Q5TCQ9	2047	810	0
P0DTC9	Q92743	2047	810	0
P0DTC9	Q9H190	2047	810	0
O60292	P0DTC9	810	2047	0
P0DTC9	Q9UDY2	2047	810	0
P0DTC9	Q8TDM6	2047	810	0
P0DTC9	Q92796	2047	810	0
O14745	P0DTC9	810	2047	0
P0DTC9	Q12923	2047	810	0
P0DTC9	Q6ZMN7	2047	810	0
P0DTC9	Q5T5U3	2047	810	0
P0DTC9	Q9Y3R0	2047	810	0
P0DTC9	Q07157	2047	810	0
P0DTC9	Q9BXL6	2047	810	0
P0DTC9	Q9NUP9	2047	810	0
P0DTC9	P53671	2047	810	0
P0DTC9	Q8NI35	2047	810	0
P0DTC9	Q99767	2047	810	0
O96018	P0DTC9	810	2047	0
P0DTC9	Q14CM0	2047	810	0
P0DTC9	Q9UQ26	2047	810	0
P0DTC9	P50479	2047	810	0
P0DTC9	Q9UPQ7	2047	810	0
P0DTC9	Q96JH8	2047	810	0
P0DTC9	Q8IVF5	2047	810	0
P0DTC3	Q07157	2047	493	0
P0DTC3	Q86UT5	2047	493	0
P0DTC3	Q5T2W1	2047	493	0
P0DTC3	P49796	2047	493	0
P0DTC3	Q8TEW8	2047	493	0
P0DTC2	P43235	2047	2047	8
P0DTC2	P25774	2047	2047	8
O60911	P0DTC2	2047	2047	8
P10220	P48551	404	2047	41
P0C6X7	P17844	2047	2047	1023
P0C6X7	Q96EK4	1139	2047	376
P0C6X7	Q12824	2047	2047	427
O75934	P0C6X7	2047	1657	307
P00813	P0C6X7	2047	2047	951
P0C6X7	Q6PI48	2047	2047	886
P0C6X7	P35609	2047	2047	563
P0DTC2	Q12860	2047	2047	7
P0DTC2	Q1L6U9	434	2047	2
P0DTC2	P14543	2047	2047	7
P07306	P59594	2047	2047	8
P59594	Q9H2X3	2047	2047	8
P59594	Q1L6U9	434	2047	2
K9N5Q8	P16070	2047	1827	5
K9N5Q8	P04118	416	1825	3
P0DTC2	P16070	2047	2047	7
P04118	P0DTC2	2047	416	3
P0DTD1	Q9NXS3	2047	2047	879
P0DTD1	P56192	2047	2047	790
A8MW99	P0DTD1	2047	642	305
P0DTD1	Q09666	2047	2047	420
P0DTD1	Q96B67	2047	2047	524
P0DTD1	Q96P56	2047	2047	477
P0DTD1	Q9NX63	1883	2047	433
P0DTD1	Q8N684	2047	2047	456
P0DTD1	Q96D03	948	2047	385
P0DTD1	Q9BQ66	2047	2047	254
P0DTD1	Q8TE12	2047	2047	476
P0DTD1	Q9NR56	2047	2047	434
A8MRT5	P0DTD1	2047	1099	47
P0DTD1	Q9H361	2047	2047	524
P0DTD1	P23759	2047	2047	473
P0DTD1	Q96AQ6	1424	2047	400
P0DTD1	Q9NP87	2047	2047	1023
P0DTD1	Q9BRQ0	855	2047	389
P0DTD1	Q9NTJ5	2047	2047	559
P0DTD1	P50453	2047	2047	1023
P0DTD1	Q9BXI2	2047	2047	512
P0DTD1	P17023	2047	2047	278
P0DTD1	Q7Z3I7	2047	2047	303
P0DTD1	Q8WWN8	2047	2047	504
P0DTD1	Q9Y2M5	2047	2047	892
O75360	P0DTD1	2047	2047	474
P0DTD1	P49765	2047	2047	444
P0DTD1	Q9BXI9	2047	2047	689
P0DTD1	Q6IC83	246	2047	0
P0DTD1	Q2TAC2	1116	2047	297
P0DTD1	Q9BV73	2047	2047	470
P0DTD1	P53675	2047	2047	525
P0DTD1	Q9Y2V7	2047	2047	410
P0DTD1	Q08379	2047	2047	457
A6NEM1	P0DTD1	2047	2027	132
P0DTD1	Q9Y6K9	1357	2047	425
O60229	P0DTD1	-1	-1	-1
P0DTD1	P52954	2047	2047	468
P0DTD1	Q9Y6D9	1941	2047	419
P0DTD1	Q5JR59	2047	2047	465
A8MTQ0	P0DTD1	2047	2047	467
P0DTD1	Q04864	2047	2047	485
P0DTD1	Q92546	2047	2047	356
P0DTD1	Q15427	2047	2047	512
P0DTD1	Q96R06	1004	2047	320
P0DTD1	Q8N0X7	2047	2047	486
